rID,Generic_Case_ID,Generic_Offender_ID,Charge_Number,Sentence_Year,Race,Gender,Age_Group,Offense,Offense_Type,Homicide_Type,Offense_Severity_Group,Sentence_Type,Sentence_Imposed_Months,Sentence_Suspended_Months,Sentence_to_Serve_Months,Sentence_Probation_Months,VVCA_AMT,Fine_AMT,Restitution_AMT,Fine_Suspended_AMT
1883,7892284,4728716,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
1884,9528566,2329872,1,2016,Black,M,22-30,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
1885,9528566,2329872,2,2016,Black,M,22-30,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
1886,8270296,6658987,1,2016,Black,M,61-70,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,12,6,12,100,0,0,0
1887,1797950,3430506,2,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,20,18,2,12,100,0,0,0
1888,1592406,1419417,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,8,8,0,12,100,0,0,0
1889,3101238,7106721,1,2016,White,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,0,0,0
1890,257172,5193839,2,2016,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,36,12,24,24,100,0,0,0
1891,6482694,2861291,1,2016,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,12,12,0,24,100,0,0,0
1892,4046693,7525133,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,6,6,0,9,100,0,0,0
1893,1089675,4728696,1,2016,White,M,,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Short Split,18,18,1,18,100,0,0,0
1894,7385276,1060705,1,2016,Black,M,18-21,Robbery,Violent,,M6,Short Split,24,18,6,18,100,0,0,0
1895,2070622,6095331,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,12,100,0,0,0
1896,8153353,750616,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
1897,8841830,6631443,1,2016,Black,M,31-40,Robbery,Violent,,M6,Long Split,48,12,36,36,100,0,0,0
1898,8841830,6631443,2,2016,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
1899,5041692,5927938,1,2016,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
1900,3094672,4967001,1,2016,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0
1901,187479,2567489,1,2016,Black,M,22-30,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
1902,187479,2567489,2,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,36,0,36,0,100,0,0,0
1903,38522,4531660,1,2016,Black,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,24,100,0,0,0
1904,7856877,2252742,1,2016,Black,M,41-50,Aggravated Assault Knowingly,Violent,,M6,Incarceration,36,0,36,0,200,0,0,0
1905,5715413,9628120,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
1906,1092463,1023775,1,2016,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Probation,12,12,0,24,100,0,250,0
1907,835858,8062713,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Short Split,10,10,1,12,100,0,0,0
1908,1455797,5810882,1,2016,Black,M,18-21,Assault W/I to Commit Robbery,Violent,,M5,Long Split,96,36,60,24,100,0,0,0
1909,4958651,4598915,2,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,20,20,1,18,100,0,0,0
1910,2109566,1094797,1,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,20,14,6,12,100,0,0,0
1911,9764138,6647424,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,54,0,54,0,100,0,0,0
1912,9764138,6647424,2,2016,Black,M,31-40,Unlawful Possession of a Firearm (Crime of Violence),Weapon,,M6,Incarceration,36,0,36,0,100,0,0,0
1913,4654160,398582,1,2016,White,M,22-30,First Degree Child Sex Abuse,Sex,,M3,Incarceration,90,0,90,0,100,0,1000,0
1914,825847,431743,1,2016,Black,M,,Assault W/I to Kill,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
1915,7190328,3947596,1,2016,Black,F,41-50,Burglary Two,Property,,M8,Incarceration,30,0,30,0,100,0,9794,0
1916,7488050,9984296,1,2016,Black,M,22-30,Burglary One,Property,,M5,Incarceration,60,0,60,0,100,0,0,0
1917,2182587,9452538,1,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,18,18,0,18,100,0,0,0
1918,5342787,6851342,1,2016,Other or Unknown,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Long Split,24,14,10,18,100,0,0,0
1919,6883228,5009039,1,2016,Black,M,18-21,Burglary Two,Property,,M8,Short Split,24,18,6,18,100,0,0,0
1920,1943408,6851342,1,2016,Other or Unknown,M,22-30,Robbery,Violent,,M6,Long Split,48,20,28,30,100,0,0,0
1921,124285,2001752,1,2016,Black,M,31-40,Prison Breach,Other,,M9,Probation,5,5,0,12,100,0,0,0
1922,8718811,9963440,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,36,24,12,24,100,0,0,0
1923,7467865,951319,1,2016,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,48,0,48,0,100,0,0,0
1924,8574610,94182,1,2016,Black,M,51-60,Destruction of Property $1000 or More,Property,,M8,Probation,24,24,0,24,100,0,0,0
1925,9151643,8548386,1,2016,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Incarceration,90,0,90,0,100,0,0,0
1926,2278300,6170573,1,2016,Black,F,22-30,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Short Split,12,12,1,60,100,0,22187.35,0
1927,2565501,2300819,2,2016,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
1928,4603449,6322338,1,2016,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0
1929,4603449,6322338,2,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,12,0,12,0,100,0,0,0
1930,5280979,8795302,2,2016,Black,M,51-60,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,30,15,15,12,100,0,0,0
1931,9805150,9855691,1,2016,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
1932,733418,8949184,1,2016,Black,M,18-21,Robbery,Violent,,M6,Short Split,24,20,4,12,100,0,0,0
1933,7705993,7011529,1,2016,Black,M,15-17,Robbery,Violent,,M6,Short Split,24,24,1,12,100,0,0,0
1934,4194104,112199,1,2016,Black,F,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,10,10,0,6,100,0,0,0
1935,2396851,2940599,1,2016,Black,F,,Prisoner Escape,Other,,M9,Short Split,12,6,6,18,100,0,0,0
1936,9203356,9094648,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,6,6,0,18,100,0,0,0
1937,5354500,9106557,5,2016,Black,M,31-40,Theft First Degree,Property,,M8,Short Split,24,18,6,24,100,0,250,0
1938,5354500,9106557,6,2016,Black,M,31-40,Unauthorized Use of A Vehicle,Property,,M8,Short Split,24,18,6,24,100,0,0,0
1939,5354500,9106557,7,2016,Black,M,31-40,Flee Law Enforcement Officer,Other,,M8,Short Split,24,18,6,24,100,0,0,0
1940,8902839,6562598,1,2016,Black,M,31-40,Burglary Two,Property,,M7,Short Split,18,12,6,18,100,0,0,0
1941,1201733,6040152,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,18,14,4,18,100,0,0,0
1942,154955,7473404,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
1943,7262314,3819430,3,2016,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,24,100,0,0,0
1944,1686364,3425482,1,2016,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M8,Short Split,18,13,5,18,100,0,0,0
1945,9622828,6836477,1,2016,Black,M,22-30,Prison Breach,Other,,M9,Incarceration,1,0,1,0,100,0,0,0
1946,2836330,3880625,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
1947,7730472,4376578,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,30,12,18,24,100,0,0,0
1948,3999353,1249170,1,2016,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,18,100,0,0,0
1949,9798064,18268,3,2016,White,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
1950,97166,2082778,1,2016,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,20,14,6,24,100,0,0,0
1951,6009594,8203885,1,2016,Black,F,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
1952,5981478,645196,1,2016,Black,M,15-17,Robbery,Violent,,M6,Short Split,24,18,6,18,100,0,0,0
1953,5981478,645196,1,2016,Black,M,15-17,Robbery,Violent,,M6,Short Split,24,20,4,18,100,,,
1954,3099388,3341094,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Long Split,48,24,24,12,100,0,0,0
1955,3852019,1095284,1,2016,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,18,100,0,0,0
1956,8461451,8844089,3,2016,Black,M,18-21,Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
1957,7093190,3332725,2,2016,Black,M,22-30,Poss W/I to Dist Marijuana-Fel,Drug,,D4,Probation,10,10,0,12,100,0,0,0
1958,5672267,4445414,1,2016,Black,F,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Probation,16,16,0,12,100,0,0,0
1959,8721153,3382338,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Probation,24,24,0,12,100,0,0,0
1960,5896360,1106081,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,24,24,0,18,100,0,0,0
1961,2963662,6433596,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,6,100,0,0,0
1962,2297185,4693518,1,2016,Black,M,22-30,Flee Law Enforcement Officer,Other,,M8,Probation,6,6,0,9,100,0,0,0
1963,4610875,4213996,1,2016,Other or Unknown,M,22-30,Unlawful Possession of a Firearm (Intrafamily Offense),Weapon,,M8,Probation,24,24,0,24,100,0,0,0
1964,9722541,478725,1,2016,Black,M,18-21,Second Degree Cruelty to Children Grave Risk,Other,,M8,Incarceration,8,0,8,0,100,0,0,0
1965,4274568,8880398,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,24,12,12,18,100,0,0,0
1966,1087530,3116823,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,24,19,5,24,100,0,250,0
1967,6070711,4633989,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
1968,4324756,2369854,3,2016,Black,M,22-30,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
1969,8075531,5901879,1,2016,White,F,41-50,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Probation,6,6,0,36,100,0,35536.85,0
1970,3036029,6397981,1,2016,Black,M,51-60,Prison Breach,Other,,M9,Incarceration,7,0,7,0,100,0,0,0
1971,3947854,515092,5,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,36,12,24,18,100,0,0,0
1972,2874054,5844982,1,2016,Black,F,31-40,Arson,Property,,M6,Incarceration,36,0,36,0,100,0,0,0
1973,4410114,9894334,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
1974,458548,6152020,2,2016,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,9,9,0,12,100,0,120,0
1975,8641740,7741336,1,2016,White,M,22-30,Theft First Degree,Property,,M8,Short Split,14,8,6,12,100,0,0,0
1976,4817717,3365948,1,2016,White,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Short Split,18,15,3,24,100,0,0,0
1977,3582860,2207782,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
1978,3591720,4640058,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M8,Short Split,18,18,1,24,100,0,0,0
1979,8761807,1037420,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,54,0,54,0,100,0,0,0
1980,8761807,1037420,2,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,42,0,42,0,100,0,0,0
1981,9579536,2040991,1,2016,Black,F,22-30,Attempt to Commit Robbery,Violent,,M8,Probation,24,24,0,24,100,0,0,0
1982,6983181,5167367,1,2016,Black,F,41-50,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,12,1,12,100,0,0,0
1983,1136556,4345128,1,2016,Other or Unknown,M,41-50,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
1984,8600499,2200456,1,2016,Black,F,51-60,Conspiracy,Other,,M9,Probation,12,12,0,12,100,0,0,0
1985,5262042,4466493,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
1986,4139339,5097523,1,2016,Other or Unknown,M,51-60,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
1987,3813015,5426931,1,2016,Black,M,41-50,Prisoner Escape,Other,,M9,Short Split,12,9,3,24,100,0,0,0
1988,9388119,2135184,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
1989,5248825,8922271,1,2016,Black,M,18-21,Robbery,Violent,,M6,Long Split,48,32,16,18,100,0,400,0
1990,5248825,8922271,2,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,18,100,0,0,0
1991,49524,3988746,1,2016,Black,M,15-17,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,120,0,120,0,100,0,0,0
1992,5737128,3865193,1,2016,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
1993,7859028,8305259,2,2016,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,3,3,0,12,100,0,0,0
1994,8478322,4780047,1,2016,Black,F,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,6,6,0,12,100,0,1000,0
1995,8478322,4780047,2,2016,Black,F,18-21,Theft First Degree,Property,,M8,Probation,6,6,0,12,100,0,3796.99,0
1996,2391078,6566548,2,2016,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,20,20,0,12,100,0,0,0
1997,9185958,1412817,3,2016,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,30,12,18,24,100,0,0,0
1998,5484965,6571741,1,2016,Black,M,18-21,Robbery,Violent,,M6,Long Split,30,21,9,24,100,0,0,0
1999,8119767,6255946,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Long Split,30,6,24,9,100,0,0,0
2000,5221443,8922572,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
2001,5871115,1881749,1,2016,Other or Unknown,M,22-30,Robbery,Violent,,M6,Long Split,24,12,12,12,100,0,0,0
2002,5871115,1881749,2,2016,Other or Unknown,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,9,100,0,0,0
2003,9746772,163694,1,2016,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Long Split,24,12,12,12,100,0,0,0
2004,9746772,163694,2,2016,Black,M,18-21,Robbery,Violent,,M6,Short Split,8,8,1,12,100,0,0,0
2005,6929053,2854801,1,2016,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,6,0,6,0,100,0,0,0
2006,6929053,2854801,2,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
2007,6929053,2854801,3,2016,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Incarceration,12,0,12,0,100,0,0,0
2008,8468814,3300515,1,2016,Black,M,41-50,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,18,18,0,18,100,0,0,0
2009,7691486,6432724,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
2010,5125162,5321963,2,2016,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
2011,9070453,3424701,3,2016,Black,M,22-30,Flee Law Enforcement Officer,Other,,M8,Probation,18,18,0,12,100,0,0,0
2012,8422264,6477740,1,2016,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,24,6,18,24,100,0,0,0
2013,8306203,3072219,1,2016,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,12,100,0,0,0
2014,2834766,4268439,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M8,Short Split,18,18,1,24,100,,,
2015,5066036,1345189,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,12,12,1,12,100,0,0,0
2016,1894233,8566948,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Crime of Violence),Weapon,,M6,Incarceration,36,0,36,0,100,0,0,0
2017,2344975,4217225,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
2018,1297260,9621926,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
2019,313296,5826323,1,2016,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
2020,4756831,5021295,1,2016,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,7,7,0,12,100,0,0,0
2021,746459,3776115,2,2016,Black,M,41-50,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,22,0,22,0,100,0,0,0
2022,746459,3776115,3,2016,Black,M,41-50,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,12,0,12,0,100,0,0,0
2023,746459,3776115,4,2016,Black,M,41-50,Destruction of Property $1000 or More,Property,,M8,Incarceration,22,0,22,0,100,0,0,0
2024,8006109,2420519,1,2016,Other or Unknown,,15-17,Robbery,Violent,,M5,Long Split,60,24,36,36,100,0,0,0
2025,8006109,2420519,2,2016,Other or Unknown,,15-17,Poss Firearm During Crime of Violence,Weapon,,M5,Long Split,60,24,36,36,100,0,0,0
2026,2018446,4665389,1,2016,Black,M,41-50,Burglary Two,Property,,M8,Probation,12,12,0,36,100,0,0,0
2027,4978729,1856210,1,2016,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,9,9,0,12,100,0,0,0
2028,1855637,1049202,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,24,18,6,24,100,0,0,0
2029,2456197,3447714,1,2016,Black,M,51-60,Attempt to Commit Robbery,Violent,,M8,Short Split,12,12,1,12,100,0,0,0
2030,7038829,7223563,1,2016,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,24,12,12,18,100,0,0,0
2031,5806241,3485349,1,2016,Black,M,18-21,Receiving Stolen Property $1000 or More,Property,,M9,Probation,6,6,0,12,100,0,250,0
2032,9555254,7484222,1,2016,Black,M,18-21,Burglary Two,Property,,M8,Probation,14,14,0,18,100,0,0,0
2033,877533,9868227,1,2016,Black,F,31-40,Assault with Significant Bodily Injury,Violent,,M8,Short Split,28,24,4,24,100,0,0,0
2034,9449076,2360424,1,2016,Black,M,51-60,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,22,0,22,0,100,0,0,0
2035,7961543,4514935,1,2016,Black,M,22-30,Prison Breach,Other,,M9,Short Split,12,12,1,12,100,0,0,0
2036,8136122,8972182,1,2016,Black,M,18-21,Prison Breach,Other,,M9,Probation,6,6,0,12,100,0,0,0
2037,5809575,7656027,1,2016,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,14,14,0,18,100,0,0,0
2038,568031,5811235,1,2016,Black,M,61-70,Attempt to Commit Robbery,Violent,,M8,Incarceration,22,0,22,0,100,0,0,0
2039,1206328,1881749,1,2016,Other or Unknown,M,22-30,Robbery,Violent,,M6,Short Split,24,18,6,12,100,0,0,0
2040,8908354,4330377,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
2041,3134457,3332807,2,2016,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,0,100,0,0,0
2042,3134457,3332807,3,2016,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Probation,12,12,0,24,100,0,0,0
2043,8035517,2835128,1,2016,Black,M,18-21,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,4,0,4,0,100,0,0,0
2044,3338156,8117119,1,2016,Black,M,15-17,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
2045,3756036,7993507,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Short Split,24,24,1,12,100,0,0,0
2046,6123017,2738668,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,9,9,1,18,100,0,0,0
2047,1270841,7950064,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Short Split,24,18,6,12,100,0,0,0
2048,776879,2881774,3,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,28,22,6,36,100,0,0,0
2049,776879,2881774,7,2016,Black,M,18-21,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,24,18,6,36,100,0,0,0
2050,2267411,3531215,1,2016,Black,M,18-21,Burglary Two,Property,,M8,Probation,18,18,0,18,100,0,0,0
2051,5883619,2364379,1,2016,Black,M,,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
2052,6161968,1805008,1,2016,Black,M,18-21,Prison Breach,Other,,M9,Incarceration,18,0,18,0,100,0,0,0
2053,3928511,8516933,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,12,6,12,100,0,0,0
2054,2535503,9628120,1,2016,Black,M,31-40,Prison Breach,Other,,M9,Incarceration,5,0,5,0,100,0,0,0
2055,9960384,2767859,1,2016,Black,M,22-30,Burglary Two,Property,,M7,Incarceration,26,0,26,0,100,0,0,0
2056,875142,1317938,1,2016,Black,F,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,18,0,18,0,100,0,0,0
2057,2475005,9869770,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Probation,10,10,0,24,100,0,0,0
2058,4657940,8013043,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
2059,1505531,9984296,1,2016,Black,M,22-30,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0
2060,1364319,2463798,1,2016,Black,M,31-40,Prisoner Escape,Other,,M9,Incarceration,4,0,4,0,100,0,0,0
2061,8421754,3986410,1,2016,White,M,31-40,Burglary Two,Property,,M7,Probation,30,30,0,24,100,0,0,0
2062,7881627,1570578,1,2016,Black,M,41-50,Assault with Significant Bodily Injury,Violent,,M8,Short Split,14,10,4,12,100,0,0,0
